(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E110 S-1),(が-md-ex E125 X10001),(する-ev E27),(なる-ev E138),(に-md-ex E138 x118),(を-md-ex E128 x127),(了解-ev E157),(人-nn X10000),(価格-nn x9),(実施-ev E162),(承知-ev E125),(提案-ev E82),(調整-ev E202),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E11 S-1),(が-md-ex E111 x123),(なる-ev E120),(に-md-ex E120 x106),(を-md-ex E15 x39),(人-nn X10000),(円-nn x14),(相談-ev E11),(考える-ev E26),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5976,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-10),(mail_address_sender X10000 S-1),(mailid E131 S-2),(が-md-ex E131 x173),(する-ev E176),(なる-ev E170),(に-md-ex E170 x121),(を-md-ex E182 x181),(上げる-ev E448),(交換-ev E63),(人-nn X10000),(価格-nn x137),(受注-ev E142),(受注-nn x212),(問題-ev E543),(変更-ev E50),(希望-ev E402),(弊社-nn x135),(教える-ev E635),(検討-ev E520),(添付-ev E453),(皆様-nn x148),(相談-ev E85),(考える-ev E216),(落札-ev E679),(落札-nn x582),(調整-ev E223),(調整-nn x274),(進める-ev E685),(金額-nn x219),(額-nn x206)
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6956,(company X10001),(government X10000),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E13 S-1),(が-md-ex E36 x34),(に-md-ex E28 x26),(を-md-ex E69 x68),(人-nn X10000),(ＦＡＸ-nn x53),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-2),(が-md-ex E100 X10001),(する-ev E107),(なる-ev E49),(に-md-ex E19 x18),(を-md-ex E100 x99),(交換-ev E13),(人-nn X10000),(価格-nn x192),(入札-nn x17),(共有-ev E106),(参加-ev E19),(受注-ev E204),(受注-nn x204),(弊社-nn x16),(情報-nn x138),(承知-ev E261),(担当-ev E96),(提供-ev E251),(検討-ev E266),(率-nn x32),(考える-ev E25),(連絡-ev E111),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6956,(company X10001),(government X10000),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E113 S-2),(が-md-ex E113 x111),(する-ev E139),(なる-ev E168),(に-md-ex E168 x113),(を-md-ex E117 x116),(人-nn X10000),(任せる-ev E176),(価格-nn x149),(入札-ev E218),(入札-nn x147),(弊社-nn x126),(御社-nn x46),(感謝-ev E154),(添付-ev E212),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-2),(が-md-ex E100 X10001),(する-ev E147),(なる-ev E105),(に-md-ex E105 x70),(を-md-ex E199 x197),(人-nn X10000),(価格-nn x27),(値上げ-ev E199),(値上げ-nn x136),(弊社-nn x79),(引き上げ-ev E21),(提案-ev E168),(改定-ev E28),(検討-ev E142),(考える-ev E100),(調整-ev E40),(連絡-ev E113),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E10 S-1),(が-md-ex E13 x11),(なる-ev E48),(に-md-ex E48 x33),(を-md-ex E10 x9),(了解-ev E70),(人-nn X10000),(入札-ev E10),(入札-nn x34),(情報-nn x35),(考える-ev E16),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6956,(company X10000),(government X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E122 S-2),(が-md-ex E13 x12),(する-ev E329),(なる-ev E122),(に-md-ex E122 x62),(を-md-ex E184 x183),(人-nn X10000),(価格-nn x325),(入札-nn x237),(弊社-nn x210),(強化-ev E184),(検討-ev E305),(考える-ev E215),(連絡-ev E267),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E106 S-5),(が-md-ex E106 X10004),(なる-ev E19),(に-md-ex E19 x0),(を-md-ex E39 x38),(人-nn X10000),(入札-nn x38),(弊社-nn x13),(承知-ev E106),(落札-ev E14),(連絡-ev E82),(額-nn x72),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6976,(company X10001),(competitor_rel X10001 X10003),(government X10000),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E109 S-2),(が-md-ex E109 x107),(なる-ev E126),(に-md-ex E115 x112),(を-md-ex E151 x150),(人-nn X10000),(価格-nn x184),(入札-ev E150),(入札-nn x150),(弊社-nn x148),(提案-ev E192),(提示-ev E260),(相談-ev E78),(考える-ev E151),(落札-ev E75),(進める-ev E153),(金額-nn x249),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-1),(が-md-ex E100 X10000),(する-ev E103),(なる-ev E215),(に-md-ex E100 x18),(を-md-ex E15 x14),(了解-ev E278),(人-nn X10000),(価格-nn x206),(共有-ev E346),(受注-nn x211),(弊社-nn x150),(御社-nn x18),(情報-nn x345),(教える-ev E159),(検討-ev E86),(決定-ev E75),(添付-ev E194),(相談-ev E34),(維持-ev E70),(考える-ev E153),(調整-ev E284),(調整-nn x224),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-2),(が-md-ex E100 X10001),(する-ev E240),(なる-ev E147),(に-md-ex E147 x117),(を-md-ex E143 x142),(人-nn X10000),(入札-nn x31),(希望-ev E163),(弊社-nn x127),(承知-ev E304),(担当-ev E133),(担当-nn x29),(提示-ev E23),(考える-ev E77),(送付-ev E183),(連絡-ev E100),(額-nn x32),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-10),(mail_address_sender X10000 S-1),(mailid E100 S-2),(が-md-ex E106 x85),(する-ev E35),(なる-ev E125),(に-md-ex E139 x113),(を-md-ex E124 x123),(上げる-ev E368),(予算-nn x268),(交換-ev E34),(人-nn X10000),(入札-ev E27),(入札-nn x27),(参加-ev E161),(問題-ev E208),(弊社-nn x160),(情報-nn x33),(検討-ev E197),(決める-ev E229),(相談-ev E383),(私-nn x227),(調整-nn x75),(連絡-ev E310),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E15 S-1),(が-md-ex E22 x21),(する-ev E24),(なる-ev E29),(に-md-ex E29 x0),(を-md-ex E17 x16),(人-nn X10000),(価格-nn x14),(展開-ev E22),(弊社-nn x49),(相談-ev E17),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.7,(company X10001),(government X10000),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-3),(が-md-ex E129 x126),(なる-ev E135),(に-md-ex E129 x128),(を-md-ex E21 x20),(了解-ev E119),(予算-nn x89),(人-nn X10000),(価格-nn x117),(入札-nn x116),(情報-nn x20),(承知-ev E64),(考える-ev E32),(調整-ev E131),(調整-nn x28),(連絡-ev E57),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E1 S-1),(が-md-ex E1 x2),(する-ev E227),(なる-ev E175),(に-md-ex E175 x151),(を-md-ex E1 x0),(人-nn X10000),(依頼-ev E17),(価格-nn x156),(増す-ev E58),(変更-ev E29),(弊社-nn x198),(改定-ev E157),(教える-ev E203),(検討-ev E77),(業者-nn x75),(皆様-nn x22),(私-nn x172),(賛同-ev E173),(賛成-ev E199),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-2),(が-md-ex E100 X10001),(なる-ev E105),(に-md-ex E105 x79),(を-md-ex E14 x13),(人-nn X10000),(価格-nn x189),(合意-ev E276),(報告-ev E117),(弊社-nn x137),(提案-ev E109),(改定-ev E14),(業者-nn x240),(準備-ev E323),(考える-ev E193),(行う-ev E142),(賛同-ev E138),(賛成-ev E87),(連絡-ev E314),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10002),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E104 S-3),(が-md-ex E112 X10000),(する-ev E104),(なる-ev E95),(に-md-ex E60 x58),(を-md-ex E104 x83),(人-nn X10000),(価格-nn x20),(入札-ev E13),(入札-nn x13),(受注-ev E52),(受注-nn x52),(周知-ev E49),(業者-nn x15),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.7,(company X10001),(government X10000),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E10 S-1),(が-md-ex E104 X10001),(する-ev E20),(なる-ev E113),(に-md-ex E113 x82),(を-md-ex E102 x101),(人-nn X10000),(価格-nn x150),(入札-ev E213),(入札-nn x27),(制限-ev E207),(弊社-nn x90),(御社-nn x29),(情報-nn x215),(決定-ev E151),(考える-ev E104),(落札-ev E30),(連絡-ev E130),(金額-nn x212),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6976,(company X10000),(competitor_rel X10000 X10002),(government X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E115 S-2),(が-md-ex E115 x114),(する-ev E176),(なる-ev E159),(に-md-ex E159 x115),(を-md-ex E130 x128),(了解-ev E285),(予算-nn x54),(人-nn X10000),(価格-nn x359),(入札-ev E131),(入札-nn x131),(弊社-nn x121),(感謝-ev E211),(相談-ev E84),(考える-ev E223),(調整-ev E335),(連絡-ev E88),(金額-nn x136),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5956,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E109 S-4),(が-md-ex E109 x105),(する-ev E133),(なる-ev E23),(に-md-ex E123 x102),(を-md-ex E46 x45),(人-nn X10000),(任せる-ev E123),(価格-nn x105),(入札-nn x104),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5976,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E100 S-1),(が-md-ex E100 x5),(する-ev E176),(なる-ev E172),(に-md-ex E168 x166),(を-md-ex E154 x164),(了承-ev E312),(人-nn X10000),(価格-nn x153),(円-nn x23),(弊社-nn x15),(提示-ev E333),(改定-ev E154),(教える-ev E345),(検討-ev E165),(設定-ev E174),(連絡-ev E103),(願う-ev E244),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.6976,(company X10002),(competitor_rel X10002 X10003),(government X10000),(mail_address_receiver X10001 S-1),(mail_address_sender X10000 S-1),(mailid E103 S-1),(が-md-ex E140 x141),(なる-ev E248),(に-md-ex E103 x39),(を-md-ex E135 x133),(人-nn X10000),(価格-nn x150),(入札-ev E34),(入札-nn x166),(弊社-nn x270),(承知-ev E223),(準備-ev E226),(行う-ev E45),(調整-ev E228),(連絡-ev E299),(金額-nn x221),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
(risk-pair risk_pair_arg1 risk_pair_arg2),0.5976,(company X10000),(competitor_rel X10000 X10001),(mail_address_receiver X10000 S-2),(mail_address_sender X10000 S-1),(mailid E122 S-3),(が-md-ex E124 x116),(する-ev E124),(なる-ev E134),(に-md-ex E124 x123),(を-md-ex E122 x147),(人-nn X10000),(価格-nn x19),(報告-ev E29),(弊社-nn x116),(承知-ev E162),(提供-ev E31),(業者-nn x34),(相談-ev E50),(考える-ev E125),(設定-ev E89),(調整-ev E163),(連絡-ev E35),(金額-nn x160),NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL,NOT_A_LITERAL
